index,PAGE_NAME,COLUMN_NAME,DATA_TYPE,IS_PERCENT_DATA,DESCRIPTION,REFERENCE
182,LeadingCausesOfDeath,CI_Max_C_Ot_Cancer,Integer,Y,"Confidence interval upper limit, ages 15-24, cancer, other","Data Sources, Definitions, and Notes, Page 10-12"
183,LeadingCausesOfDeath,C_Hi_Cancer,Integer,Y,"County data, ages 15-24, cancer, Hispanic","Data Sources, Definitions, and Notes, Page 10-12"
184,LeadingCausesOfDeath,CI_Min_C_Hi_Cancer,Integer,Y,"Confidence interval lower limit, ages 15-24, cancer, Hispanic","Data Sources, Definitions, and Notes, Page 10-12"
185,LeadingCausesOfDeath,CI_Max_C_Hi_Cancer,Integer,Y,"Confidence interval upper limit, ages 15-24, cancer, Hispanic","Data Sources, Definitions, and Notes, Page 10-12"
186,LeadingCausesOfDeath,D_Wh_Injury,Integer,Y,"County data, ages 25-44, injuries, White","Data Sources, Definitions, and Notes, Page 10-12"
187,LeadingCausesOfDeath,CI_Min_D_Wh_Injury,Integer,Y,"Confidence interval lower limit, ages 25-44, injuries, White","Data Sources, Definitions, and Notes, Page 10-12"
188,LeadingCausesOfDeath,CI_Max_D_Wh_Injury,Integer,Y,"Confidence interval upper limit, ages 25-44, injuries, White","Data Sources, Definitions, and Notes, Page 10-12"
189,LeadingCausesOfDeath,D_Bl_Injury,Integer,Y,"County data, ages 25-44, injuries, Black","Data Sources, Definitions, and Notes, Page 10-12"
190,LeadingCausesOfDeath,CI_Min_D_Bl_Injury,Integer,Y,"Confidence interval lower limit, ages 25-44, injuries, Black","Data Sources, Definitions, and Notes, Page 10-12"
191,LeadingCausesOfDeath,CI_Max_D_Bl_Injury,Integer,Y,"Confidence interval upper limit, ages 25-44, injuries, Black","Data Sources, Definitions, and Notes, Page 10-12"
192,LeadingCausesOfDeath,D_Ot_Injury,Integer,Y,"County data, ages 25-44, injuries, other","Data Sources, Definitions, and Notes, Page 10-12"
193,LeadingCausesOfDeath,CI_Min_D_Ot_Injury,Integer,Y,"Confidence interval lower limit, ages 25-44, injuries, other","Data Sources, Definitions, and Notes, Page 10-12"
194,LeadingCausesOfDeath,CI_Max_D_Ot_Injury,Integer,Y,"Confidence interval upper limit, ages 25-44, injuries, other","Data Sources, Definitions, and Notes, Page 10-12"
195,LeadingCausesOfDeath,D_Hi_Injury,Integer,Y,"County data, ages 25-44, injuries, Hispanic","Data Sources, Definitions, and Notes, Page 10-12"
196,LeadingCausesOfDeath,CI_Min_D_Hi_Injury,Integer,Y,"Confidence interval lower limit, ages 25-44, injuries, Hispanic","Data Sources, Definitions, and Notes, Page 10-12"
197,LeadingCausesOfDeath,CI_Max_D_Hi_Injury,Integer,Y,"Confidence interval upper limit, ages 25-44, injuries, Hispanic","Data Sources, Definitions, and Notes, Page 10-12"
198,LeadingCausesOfDeath,D_Wh_Cancer,Integer,Y,"County data, ages 25-44, cancer, White","Data Sources, Definitions, and Notes, Page 10-12"
199,LeadingCausesOfDeath,CI_Min_D_Wh_Cancer,Integer,Y,"Confidence interval lower limit, ages 25-44, cancer, White","Data Sources, Definitions, and Notes, Page 10-12"
200,LeadingCausesOfDeath,CI_Max_D_Wh_Cancer,Integer,Y,"Confidence interval upper limit, ages 25-44, cancer, White","Data Sources, Definitions, and Notes, Page 10-12"
201,LeadingCausesOfDeath,D_Bl_Cancer,Integer,Y,"County data, ages 25-44, cancer, Black","Data Sources, Definitions, and Notes, Page 10-12"
202,LeadingCausesOfDeath,CI_Min_D_Bl_Cancer,Integer,Y,"Confidence interval lower limit, ages 25-44, cancer, Black","Data Sources, Definitions, and Notes, Page 10-12"
203,LeadingCausesOfDeath,CI_Max_D_Bl_Cancer,Integer,Y,"Confidence interval upper limit, ages 25-44, cancer, Black","Data Sources, Definitions, and Notes, Page 10-12"
204,LeadingCausesOfDeath,D_Ot_Cancer,Integer,Y,"County data, ages 25-44, cancer, other","Data Sources, Definitions, and Notes, Page 10-12"
205,LeadingCausesOfDeath,CI_Min_D_Ot_Cancer,Integer,Y,"Confidence interval lower limit, ages 25-44, cancer, other","Data Sources, Definitions, and Notes, Page 10-12"
206,LeadingCausesOfDeath,CI_Max_D_Ot_Cancer,Integer,Y,"Confidence interval upper limit, ages 25-44, cancer, other","Data Sources, Definitions, and Notes, Page 10-12"
207,LeadingCausesOfDeath,D_Hi_Cancer,Integer,Y,"County data, ages 25-44, cancer, Hispanic","Data Sources, Definitions, and Notes, Page 10-12"
208,LeadingCausesOfDeath,CI_Min_D_Hi_Cancer,Integer,Y,"Confidence interval lower limit, ages 25-44, cancer, Hispanic","Data Sources, Definitions, and Notes, Page 10-12"
209,LeadingCausesOfDeath,CI_Max_D_Hi_Cancer,Integer,Y,"Confidence interval upper limit, ages 25-44, cancer, Hispanic","Data Sources, Definitions, and Notes, Page 10-12"
210,LeadingCausesOfDeath,D_Wh_HeartDis,Integer,Y,"County data, ages 25-44, heart disease, White","Data Sources, Definitions, and Notes, Page 10-12"
211,LeadingCausesOfDeath,CI_Min_D_Wh_HeartDis,Integer,Y,"Confidence interval lower limit, ages 25-44, heart disease, White","Data Sources, Definitions, and Notes, Page 10-12"
212,LeadingCausesOfDeath,CI_Max_D_Wh_HeartDis,Integer,Y,"Confidence interval upper limit, ages 25-44, heart disease, White","Data Sources, Definitions, and Notes, Page 10-12"
213,LeadingCausesOfDeath,D_Bl_HeartDis,Integer,Y,"County data, ages 25-44, heart disease, Black","Data Sources, Definitions, and Notes, Page 10-12"
214,LeadingCausesOfDeath,CI_Min_D_Bl_HeartDis,Integer,Y,"Confidence interval lower limit, ages 25-44, heart disease, Black","Data Sources, Definitions, and Notes, Page 10-12"
215,LeadingCausesOfDeath,CI_Max_D_Bl_HeartDis,Integer,Y,"Confidence interval upper limit, ages 25-44, heart disease, Black","Data Sources, Definitions, and Notes, Page 10-12"
216,LeadingCausesOfDeath,D_Ot_HeartDis,Integer,Y,"County data, ages 25-44, heart disease, other","Data Sources, Definitions, and Notes, Page 10-12"
217,LeadingCausesOfDeath,CI_Min_D_Ot_HeartDis,Integer,Y,"Confidence interval lower limit, ages 25-44, heart disease, other","Data Sources, Definitions, and Notes, Page 10-12"
218,LeadingCausesOfDeath,CI_Max_D_Ot_HeartDis,Integer,Y,"Confidence interval upper limit, ages 25-44, heart disease, other","Data Sources, Definitions, and Notes, Page 10-12"
219,LeadingCausesOfDeath,D_Hi_HeartDis,Integer,Y,"County data, ages 25-44, heart disease, Hispanic","Data Sources, Definitions, and Notes, Page 10-12"
220,LeadingCausesOfDeath,CI_Min_D_Hi_HeartDis,Integer,Y,"Confidence interval lower limit, ages 25-44, heart disease, Hispanic","Data Sources, Definitions, and Notes, Page 10-12"
221,LeadingCausesOfDeath,CI_Max_D_Hi_HeartDis,Integer,Y,"Confidence interval upper limit, ages 25-44, heart disease, Hispanic","Data Sources, Definitions, and Notes, Page 10-12"
222,LeadingCausesOfDeath,D_Wh_Suicide,Integer,Y,"County data, ages 25-44, suicide, White","Data Sources, Definitions, and Notes, Page 10-12"
223,LeadingCausesOfDeath,CI_Min_D_Wh_Suicide,Integer,Y,"Confidence interval lower limit, ages 25-44, suicide, White","Data Sources, Definitions, and Notes, Page 10-12"
224,LeadingCausesOfDeath,CI_Max_D_Wh_Suicide,Integer,Y,"Confidence interval upper limit, ages 25-44, suicide, White","Data Sources, Definitions, and Notes, Page 10-12"
225,LeadingCausesOfDeath,D_Bl_Suicide,Integer,Y,"County data, ages 25-44, suicide, Black","Data Sources, Definitions, and Notes, Page 10-12"
226,LeadingCausesOfDeath,CI_Min_D_Bl_Suicide,Integer,Y,"Confidence interval lower limit, ages 25-44, suicide, Black","Data Sources, Definitions, and Notes, Page 10-12"
227,LeadingCausesOfDeath,CI_Max_D_Bl_Suicide,Integer,Y,"Confidence interval upper limit, ages 25-44, suicide, Black","Data Sources, Definitions, and Notes, Page 10-12"
228,LeadingCausesOfDeath,D_Ot_Suicide,Integer,Y,"County data, ages 25-44, suicide, other","Data Sources, Definitions, and Notes, Page 10-12"
229,LeadingCausesOfDeath,CI_Min_D_Ot_Suicide,Integer,Y,"Confidence interval lower limit, ages 25-44, suicide, other","Data Sources, Definitions, and Notes, Page 10-12"
230,LeadingCausesOfDeath,CI_Max_D_Ot_Suicide,Integer,Y,"Confidence interval upper limit, ages 25-44, suicide, other","Data Sources, Definitions, and Notes, Page 10-12"
231,LeadingCausesOfDeath,D_Hi_Suicide,Integer,Y,"County data, ages 25-44, suicide, Hispanic","Data Sources, Definitions, and Notes, Page 10-12"
232,LeadingCausesOfDeath,CI_Min_D_Hi_Suicide,Integer,Y,"Confidence interval lower limit, ages 25-44, suicide, Hispanic","Data Sources, Definitions, and Notes, Page 10-12"
233,LeadingCausesOfDeath,CI_Max_D_Hi_Suicide,Integer,Y,"Confidence interval upper limit, ages 25-44, suicide, Hispanic","Data Sources, Definitions, and Notes, Page 10-12"
234,LeadingCausesOfDeath,D_Wh_HIV,Integer,Y,"County data, ages 25-44, hiv/aids, White","Data Sources, Definitions, and Notes, Page 10-12"
235,LeadingCausesOfDeath,CI_Min_D_Wh_HIV,Integer,Y,"Confidence interval lower limit, ages 25-44, hiv/aids, White","Data Sources, Definitions, and Notes, Page 10-12"
236,LeadingCausesOfDeath,CI_Max_D_Wh_HIV,Integer,Y,"Confidence interval upper limit, ages 25-44, hiv/aids, White","Data Sources, Definitions, and Notes, Page 10-12"
237,LeadingCausesOfDeath,D_Bl_HIV,Integer,Y,"County data, ages 25-44, hiv/aids, Black","Data Sources, Definitions, and Notes, Page 10-12"
238,LeadingCausesOfDeath,CI_Min_D_Bl_HIV,Integer,Y,"Confidence interval lower limit, ages 25-44, hiv/aids, Black","Data Sources, Definitions, and Notes, Page 10-12"
239,LeadingCausesOfDeath,CI_Max_D_Bl_HIV,Integer,Y,"Confidence interval upper limit, ages 25-44, hiv/aids, Black","Data Sources, Definitions, and Notes, Page 10-12"
240,LeadingCausesOfDeath,D_Ot_HIV,Integer,Y,"County data, ages 25-44, hiv/aids, other","Data Sources, Definitions, and Notes, Page 10-12"
241,LeadingCausesOfDeath,CI_Min_D_Ot_HIV,Integer,Y,"Confidence interval lower limit, ages 25-44, hiv/aids, other","Data Sources, Definitions, and Notes, Page 10-12"
242,LeadingCausesOfDeath,CI_Max_D_Ot_HIV,Integer,Y,"Confidence interval upper limit, ages 25-44, hiv/aids, other","Data Sources, Definitions, and Notes, Page 10-12"
243,LeadingCausesOfDeath,D_Hi_HIV,Integer,Y,"County data, ages 25-44, hiv/aids, Hispanic","Data Sources, Definitions, and Notes, Page 10-12"
244,LeadingCausesOfDeath,CI_Min_D_Hi_HIV,Integer,Y,"Confidence interval lower limit, ages 25-44, hiv/aids, Hispanic","Data Sources, Definitions, and Notes, Page 10-12"
245,LeadingCausesOfDeath,CI_Max_D_Hi_HIV,Integer,Y,"Confidence interval upper limit, ages 25-44, hiv/aids, Hispanic","Data Sources, Definitions, and Notes, Page 10-12"
246,LeadingCausesOfDeath,D_Wh_Homicide,Integer,Y,"County data, ages 25-44, homicide, White","Data Sources, Definitions, and Notes, Page 10-12"
247,LeadingCausesOfDeath,CI_Min_D_Wh_Homicide,Integer,Y,"Confidence interval lower limit, ages 25-44, homicide, White","Data Sources, Definitions, and Notes, Page 10-12"
248,LeadingCausesOfDeath,CI_Max_D_Wh_Homicide,Integer,Y,"Confidence interval upper limit, ages 25-44, homicide, White","Data Sources, Definitions, and Notes, Page 10-12"
249,LeadingCausesOfDeath,D_Bl_Homicide,Integer,Y,"County data, ages 25-44, homicide, Black","Data Sources, Definitions, and Notes, Page 10-12"
250,LeadingCausesOfDeath,CI_Min_D_Bl_Homicide,Integer,Y,"Confidence interval lower limit, ages 25-44, homicide, Black","Data Sources, Definitions, and Notes, Page 10-12"
251,LeadingCausesOfDeath,CI_Max_D_Bl_Homicide,Integer,Y,"Confidence interval upper limit, ages 25-44, homicide, Black","Data Sources, Definitions, and Notes, Page 10-12"
252,LeadingCausesOfDeath,D_Ot_Homicide,Integer,Y,"County data, ages 25-44, homicide, other","Data Sources, Definitions, and Notes, Page 10-12"
253,LeadingCausesOfDeath,CI_Min_D_Ot_Homicide,Integer,Y,"Confidence interval lower limit, ages 25-44, homicide, other","Data Sources, Definitions, and Notes, Page 10-12"
254,LeadingCausesOfDeath,CI_Max_D_Ot_Homicide,Integer,Y,"Confidence interval upper limit, ages 25-44, homicide, other","Data Sources, Definitions, and Notes, Page 10-12"
255,LeadingCausesOfDeath,D_Hi_Homicide,Integer,Y,"County data, ages 25-44, homicide, Hispanic","Data Sources, Definitions, and Notes, Page 10-12"
256,LeadingCausesOfDeath,CI_Min_D_Hi_Homicide,Integer,Y,"Confidence interval lower limit, ages 25-44, homicide, Hispanic","Data Sources, Definitions, and Notes, Page 10-12"
257,LeadingCausesOfDeath,CI_Max_D_Hi_Homicide,Integer,Y,"Confidence interval upper limit, ages 25-44, homicide, Hispanic","Data Sources, Definitions, and Notes, Page 10-12"
258,LeadingCausesOfDeath,E_Wh_Cancer,Integer,Y,"County data, ages 45-64, cancer, White","Data Sources, Definitions, and Notes, Page 10-12"
259,LeadingCausesOfDeath,CI_Min_E_Wh_Cancer,Integer,Y,"Confidence interval lower limit, ages 45-64, cancer, White","Data Sources, Definitions, and Notes, Page 10-12"
260,LeadingCausesOfDeath,CI_Max_E_Wh_Cancer,Integer,Y,"Confidence interval upper limit, ages 45-64, cancer, White","Data Sources, Definitions, and Notes, Page 10-12"
261,LeadingCausesOfDeath,E_Bl_Cancer,Integer,Y,"County data, ages 45-64, cancer, Black","Data Sources, Definitions, and Notes, Page 10-12"
262,LeadingCausesOfDeath,CI_Min_E_Bl_Cancer,Integer,Y,"Confidence interval lower limit, ages 45-64, cancer, Black","Data Sources, Definitions, and Notes, Page 10-12"
263,LeadingCausesOfDeath,CI_Max_E_Bl_Cancer,Integer,Y,"Confidence interval upper limit, ages 45-64, cancer, Black","Data Sources, Definitions, and Notes, Page 10-12"
264,LeadingCausesOfDeath,E_Ot_Cancer,Integer,Y,"County data, ages 45-64, cancer, other","Data Sources, Definitions, and Notes, Page 10-12"
265,LeadingCausesOfDeath,CI_Min_E_Ot_Cancer,Integer,Y,"Confidence interval lower limit, ages 45-64, cancer, other","Data Sources, Definitions, and Notes, Page 10-12"
266,LeadingCausesOfDeath,CI_Max_E_Ot_Cancer,Integer,Y,"Confidence interval upper limit, ages 45-64, cancer, other","Data Sources, Definitions, and Notes, Page 10-12"
267,LeadingCausesOfDeath,E_Hi_Cancer,Integer,Y,"County data, ages 45-64, cancer, Hispanic","Data Sources, Definitions, and Notes, Page 10-12"
268,LeadingCausesOfDeath,CI_Min_E_Hi_Cancer,Integer,Y,"Confidence interval lower limit, ages 45-64, cancer, Hispanic","Data Sources, Definitions, and Notes, Page 10-12"
269,LeadingCausesOfDeath,CI_Max_E_Hi_Cancer,Integer,Y,"Confidence interval upper limit, ages 45-64, cancer, Hispanic","Data Sources, Definitions, and Notes, Page 10-12"
270,LeadingCausesOfDeath,E_Wh_HeartDis,Integer,Y,"County data, ages 45-64, heart disease, White","Data Sources, Definitions, and Notes, Page 10-12"
271,LeadingCausesOfDeath,CI_Min_E_Wh_HeartDis,Integer,Y,"Confidence interval lower limit, ages 45-64, heart disease, White","Data Sources, Definitions, and Notes, Page 10-12"
272,LeadingCausesOfDeath,CI_Max_E_Wh_HeartDis,Integer,Y,"Confidence interval upper limit, ages 45-64, heart disease, White","Data Sources, Definitions, and Notes, Page 10-12"
273,LeadingCausesOfDeath,E_Bl_HeartDis,Integer,Y,"County data, ages 45-64, heart disease, Black","Data Sources, Definitions, and Notes, Page 10-12"
274,LeadingCausesOfDeath,CI_Min_E_Bl_HeartDis,Integer,Y,"Confidence interval lower limit, ages 45-64, heart disease, Black","Data Sources, Definitions, and Notes, Page 10-12"
275,LeadingCausesOfDeath,CI_Max_E_Bl_HeartDis,Integer,Y,"Confidence interval upper limit, ages 45-64, heart disease, Black","Data Sources, Definitions, and Notes, Page 10-12"
276,LeadingCausesOfDeath,E_Ot_HeartDis,Integer,Y,"County data, ages 45-64, heart disease, other","Data Sources, Definitions, and Notes, Page 10-12"
277,LeadingCausesOfDeath,CI_Min_E_Ot_HeartDis,Integer,Y,"Confidence interval lower limit, ages 45-64, heart disease, other","Data Sources, Definitions, and Notes, Page 10-12"
278,LeadingCausesOfDeath,CI_Max_E_Ot_HeartDis,Integer,Y,"Confidence interval upper limit, ages 45-64, heart disease, other","Data Sources, Definitions, and Notes, Page 10-12"
279,LeadingCausesOfDeath,E_Hi_HeartDis,Integer,Y,"County data, ages 45-64, heart disease, Hispanic","Data Sources, Definitions, and Notes, Page 10-12"
280,LeadingCausesOfDeath,CI_Min_E_Hi_HeartDis,Integer,Y,"Confidence interval lower limit, ages 45-64, heart disease, Hispanic","Data Sources, Definitions, and Notes, Page 10-12"
281,LeadingCausesOfDeath,CI_Max_E_Hi_HeartDis,Integer,Y,"Confidence interval upper limit, ages 45-64, heart disease, Hispanic","Data Sources, Definitions, and Notes, Page 10-12"
282,LeadingCausesOfDeath,F_Wh_HeartDis,Integer,Y,"County data, ages 65+, heart disease, White","Data Sources, Definitions, and Notes, Page 10-12"
283,LeadingCausesOfDeath,CI_Min_F_Wh_HeartDis,Integer,Y,"Confidence interval lower limit, ages 65+, heart disease, White","Data Sources, Definitions, and Notes, Page 10-12"
284,LeadingCausesOfDeath,CI_Max_F_Wh_HeartDis,Integer,Y,"Confidence interval upper limit, ages 65+, heart disease, White","Data Sources, Definitions, and Notes, Page 10-12"
285,LeadingCausesOfDeath,F_Bl_HeartDis,Integer,Y,"County data, ages 65+, heart disease, Black","Data Sources, Definitions, and Notes, Page 10-12"
286,LeadingCausesOfDeath,CI_Min_F_Bl_HeartDis,Integer,Y,"Confidence interval lower limit, ages 65+, heart disease, Black","Data Sources, Definitions, and Notes, Page 10-12"
287,LeadingCausesOfDeath,CI_Max_F_Bl_HeartDis,Integer,Y,"Confidence interval upper limit, ages 65+, heart disease, Black","Data Sources, Definitions, and Notes, Page 10-12"
288,LeadingCausesOfDeath,F_Ot_HeartDis,Integer,Y,"County data, ages 65+, heart disease, other","Data Sources, Definitions, and Notes, Page 10-12"
289,LeadingCausesOfDeath,CI_Min_F_Ot_HeartDis,Integer,Y,"Confidence interval lower limit, ages 65+, heart disease, other","Data Sources, Definitions, and Notes, Page 10-12"
290,LeadingCausesOfDeath,CI_Max_F_Ot_HeartDis,Integer,Y,"Confidence interval upper limit, ages 65+, heart disease, other","Data Sources, Definitions, and Notes, Page 10-12"
291,LeadingCausesOfDeath,F_Hi_HeartDis,Integer,Y,"County data, ages 65+, heart disease, Hispanic","Data Sources, Definitions, and Notes, Page 10-12"
292,LeadingCausesOfDeath,CI_Min_F_Hi_HeartDis,Integer,Y,"Confidence interval lower limit, ages 65+, heart disease, Hispanic","Data Sources, Definitions, and Notes, Page 10-12"
293,LeadingCausesOfDeath,CI_Max_F_Hi_HeartDis,Integer,Y,"Confidence interval upper limit, ages 65+, heart disease, Hispanic","Data Sources, Definitions, and Notes, Page 10-12"
294,LeadingCausesOfDeath,F_Wh_Cancer,Integer,Y,"County data, ages 65+, cancer, White","Data Sources, Definitions, and Notes, Page 10-12"
295,LeadingCausesOfDeath,CI_Min_F_Wh_Cancer,Integer,Y,"Confidence interval lower limit, ages 65+, cancer, White","Data Sources, Definitions, and Notes, Page 10-12"
296,LeadingCausesOfDeath,CI_Max_F_Wh_Cancer,Integer,Y,"Confidence interval upper limit, ages 65+, cancer, White","Data Sources, Definitions, and Notes, Page 10-12"
297,LeadingCausesOfDeath,F_Bl_Cancer,Integer,Y,"County data, ages 65+, cancer, Black","Data Sources, Definitions, and Notes, Page 10-12"
298,LeadingCausesOfDeath,CI_Min_F_Bl_Cancer,Integer,Y,"Confidence interval lower limit, ages 65+, cancer, Black","Data Sources, Definitions, and Notes, Page 10-12"
299,LeadingCausesOfDeath,CI_Max_F_Bl_Cancer,Integer,Y,"Confidence interval upper limit, ages 65+, cancer, Black","Data Sources, Definitions, and Notes, Page 10-12"
300,LeadingCausesOfDeath,F_Ot_Cancer,Integer,Y,"County data, ages 65+, cancer, other","Data Sources, Definitions, and Notes, Page 10-12"
301,LeadingCausesOfDeath,CI_Min_F_Ot_Cancer,Integer,Y,"Confidence interval lower limit, ages 65+, cancer, other","Data Sources, Definitions, and Notes, Page 10-12"
302,LeadingCausesOfDeath,CI_Max_F_Ot_Cancer,Integer,Y,"Confidence interval upper limit, ages 65+, cancer, other","Data Sources, Definitions, and Notes, Page 10-12"
303,LeadingCausesOfDeath,F_Hi_Cancer,Integer,Y,"County data, ages 65+, cancer, Hispanic","Data Sources, Definitions, and Notes, Page 10-12"
304,LeadingCausesOfDeath,CI_Min_F_Hi_Cancer,Integer,Y,"Confidence interval lower limit, ages 65+, cancer, Hispanic","Data Sources, Definitions, and Notes, Page 10-12"
305,LeadingCausesOfDeath,CI_Max_F_Hi_Cancer,Integer,Y,"Confidence interval upper limit, ages 65+, cancer, Hispanic","Data Sources, Definitions, and Notes, Page 10-12"
306,LeadingCausesOfDeath,LCD_Time_Span,Text,N,Time period of reported data for national leading causes of dealth,"Data Sources, Definitions, and Notes, Page 8"
307,MeasuresOfBirthAndDeath,State_FIPS_Code,Text,N,"Two-digit state identifier, developed by the National Bureau of Standards","Data Sources, Definitions, and Notes, Page 6"
308,MeasuresOfBirthAndDeath,County_FIPS_Code,Text,N,"Three-digit county identifier, developed by the National Bureau of Standards","Data Sources, Definitions, and Notes, Page 6"
309,MeasuresOfBirthAndDeath,CHSI_County_Name,Text,N,Name of county,
310,MeasuresOfBirthAndDeath,CHSI_State_Name,Text,N,Name of State or District of Columbia,
311,MeasuresOfBirthAndDeath,CHSI_State_Abbr,Text,N,Two-character postal abbreviation for state name,
312,MeasuresOfBirthAndDeath,Strata_ID_Number,Integer,N,CHSI Peer County Stratum Number,"Data Sources, Definitions, and Notes, Pages 6-8"
313,MeasuresOfBirthAndDeath,LBW,Decimal,Y,"County data, birth measures, low birth wt. (<2500 g)","Data Sources, Definitions, and Notes, Pages 13-16"
314,MeasuresOfBirthAndDeath,LBW_Ind,Decimal,Y,"Favorable indicator, birth measures, low birth wt. (<2500 g)","Data Sources, Definitions, and Notes, Pages 13-16"
315,MeasuresOfBirthAndDeath,Min_LBW,Decimal,Y,"Tenth percentile from peer counties, birth measures, low birth wt. (<2500 g)","Data Sources, Definitions, and Notes, Pages 13-16"
316,MeasuresOfBirthAndDeath,Max_LBW,Decimal,Y,"Nintieth percentile from peer counties, birth measures, low birth wt. (<2500 g)","Data Sources, Definitions, and Notes, Pages 13-16"
317,MeasuresOfBirthAndDeath,CI_Min_LBW,Decimal,Y,"Confidence interval lower limit, birth measures, low birth wt. (<2500 g)","Data Sources, Definitions, and Notes, Pages 13-16"
318,MeasuresOfBirthAndDeath,CI_Max_LBW,Decimal,Y,"Confidence interval upper limit, birth measures, low birth wt. (<2500 g)","Data Sources, Definitions, and Notes, Pages 13-16"
319,MeasuresOfBirthAndDeath,VLBW,Decimal,Y,"County data, birth measures, very low birth wt. (<1500 g)","Data Sources, Definitions, and Notes, Pages 13-16"
320,MeasuresOfBirthAndDeath,VLBW_Ind,Decimal,Y,"Favorable indicator, birth measures, very low birth wt. (<1500 g)","Data Sources, Definitions, and Notes, Pages 13-16"
321,MeasuresOfBirthAndDeath,Min_VLBW,Decimal,Y,"Tenth percentile from peer counties, birth measures, very low birth wt. (<1500 g)","Data Sources, Definitions, and Notes, Pages 13-16"
322,MeasuresOfBirthAndDeath,Max_VLBW,Decimal,Y,"Nintieth percentile from peer counties, birth measures, very low birth wt. (<1500 g)","Data Sources, Definitions, and Notes, Pages 13-16"
323,MeasuresOfBirthAndDeath,CI_Min_VLBW,Decimal,Y,"Confidence interval lower limit, birth measures, very low birth wt. (<1500 g)","Data Sources, Definitions, and Notes, Pages 13-16"
324,MeasuresOfBirthAndDeath,CI_Max_VLBW,Decimal,Y,"Confidence interval upper limit, birth measures, very low birth wt. (<1500 g)","Data Sources, Definitions, and Notes, Pages 13-16"
325,MeasuresOfBirthAndDeath,Premature,Decimal,Y,"County data, birth measures, premature births (<37 weeks)","Data Sources, Definitions, and Notes, Pages 13-16"
326,MeasuresOfBirthAndDeath,Premature_Ind,Decimal,Y,"Favorable indicator, birth measures, premature births (<37 weeks)","Data Sources, Definitions, and Notes, Pages 13-16"
327,MeasuresOfBirthAndDeath,Min_Premature,Decimal,Y,"Tenth percentile from peer counties, birth measures, premature births (<37 weeks)","Data Sources, Definitions, and Notes, Pages 13-16"
328,MeasuresOfBirthAndDeath,Max_Premature,Decimal,Y,"Nintieth percentile from peer counties, birth measures, premature births (<37 weeks)","Data Sources, Definitions, and Notes, Pages 13-16"
329,MeasuresOfBirthAndDeath,CI_Min_Premature,Decimal,Y,"Confidence interval lower limit, birth measures, premature births (<37 weeks)","Data Sources, Definitions, and Notes, Pages 13-16"
330,MeasuresOfBirthAndDeath,CI_Max_Premature,Decimal,Y,"Confidence interval upper limit, birth measures, premature births (<37 weeks)","Data Sources, Definitions, and Notes, Pages 13-16"
331,MeasuresOfBirthAndDeath,Under_18,Decimal,Y,"County data, birth measures, births to women under 18","Data Sources, Definitions, and Notes, Pages 13-16"
332,MeasuresOfBirthAndDeath,Under_18_Ind,Decimal,Y,"Favorable indicator, birth measures, births to women under 18","Data Sources, Definitions, and Notes, Pages 13-16"
333,MeasuresOfBirthAndDeath,Min_Under_18,Decimal,Y,"Tenth percentile from peer counties, birth measures, births to women under 18","Data Sources, Definitions, and Notes, Pages 13-16"
334,MeasuresOfBirthAndDeath,Max_Under_18,Decimal,Y,"Nintieth percentile from peer counties, birth measures, births to women under 18","Data Sources, Definitions, and Notes, Pages 13-16"
335,MeasuresOfBirthAndDeath,CI_Min_Under_18,Decimal,Y,"Confidence interval lower limit, birth measures, births to women under 18","Data Sources, Definitions, and Notes, Pages 13-16"
336,MeasuresOfBirthAndDeath,CI_Max_Under_18,Decimal,Y,"Confidence interval upper limit, birth measures, births to women under 18","Data Sources, Definitions, and Notes, Pages 13-16"
337,MeasuresOfBirthAndDeath,Over_40,Decimal,Y,"County data, birth measures, births to women over 40","Data Sources, Definitions, and Notes, Pages 13-16"
338,MeasuresOfBirthAndDeath,Over_40_Ind,Decimal,Y,"Favorable indicator, birth measures, births to women over 40","Data Sources, Definitions, and Notes, Pages 13-16"
339,MeasuresOfBirthAndDeath,Min_Over_40,Decimal,Y,"Tenth percentile from peer counties, birth measures, births to women over 40","Data Sources, Definitions, and Notes, Pages 13-16"
340,MeasuresOfBirthAndDeath,Max_Over_40,Decimal,Y,"Nintieth percentile from peer counties, birth measures, births to women over 40","Data Sources, Definitions, and Notes, Pages 13-16"
341,MeasuresOfBirthAndDeath,CI_Min_Over_40,Decimal,Y,"Confidence interval lower limit, birth measures, births to women over 40","Data Sources, Definitions, and Notes, Pages 13-16"
342,MeasuresOfBirthAndDeath,CI_Max_Over_40,Decimal,Y,"Confidence interval upper limit, birth measures, births to women over 40","Data Sources, Definitions, and Notes, Pages 13-16"
343,MeasuresOfBirthAndDeath,Unmarried,Decimal,Y,"County data, birth measures, births to unmarried women","Data Sources, Definitions, and Notes, Pages 13-16"
344,MeasuresOfBirthAndDeath,Unmarried_Ind,Decimal,Y,"Favorable indicator, birth measures, births to unmarried women","Data Sources, Definitions, and Notes, Pages 13-16"
345,MeasuresOfBirthAndDeath,Min_Unmarried,Decimal,Y,"Tenth percentile from peer counties, birth measures, births to unmarried women","Data Sources, Definitions, and Notes, Pages 13-16"
346,MeasuresOfBirthAndDeath,Max_Unmarried,Decimal,Y,"Nintieth percentile from peer counties, birth measures, births to unmarried women","Data Sources, Definitions, and Notes, Pages 13-16"
